,Unnamed: 0,Kommune,Bundesland,Haushalte mit niedrigem Einkommen (%),GKZ,Allgemeine Deckungsmittel (Euro je Einwohner:in),ARS,Anteil ab 65-Jährige (%),Langzeitarbeitslosenquote (%),Verschuldung im Kernhaushalt (Euro je Einwohner:in),Verwaltungstyp,socioeconomic_vulnerability_index,ags,starkregentage_jetzt,starkregentage_zukunft,trockentage_jetzt,trockentage_zukunft,tropennächte_jetzt,tropennächte_zukunft,heiße_tage_jetzt,heiße_tage_zukunft,schwüle_tage_jetzt,schwüle_tage_zukunft,climate_vulnerability_index
113,113,"Karlsruhe, LK",Baden-Württemberg,34.6,8215000,1.844,82150000000,21.8,1.2,732.0,Landkreis,2.745711149948906,8215000,4.8,1.0,59.8,2.7,0.3,4.5,9.9,8.3,9.0,15.0,3.8068728240921557
114,114,"Kassel, LK",Hessen,39.8,6633000,1.931,66330000000,25.4,1.8,1.801,Landkreis,2.252770843289161,6633000,3.4,0.8,59.4,2.4,0.0,0.7,2.7,2.7,2.1,9.7,1.9442353403130366
115,115,"Kelheim, LK",Bayern,37.8,9273000,1.806,92730000000,19.4,1.0,347.0,Landkreis,2.326591344052269,9273000,4.1,1.0,56.9,2.1,0.0,1.1,5.7,5.7,3.3,14.0,2.6389746303318926
116,116,"Kitzingen, LK",Bayern,41.4,9675000,1.843,96750000000,21.3,0.6,533.0,Landkreis,2.5835833961656824,9675000,2.5,0.9,61.2,2.0,0.0,2.3,7.6,5.7,3.0,12.4,2.7117428680617675
117,117,"Kleve, LK",Nordrhein-Westfalen,39.0,5154000,1.842,51540000000,21.5,3.1,889.0,Landkreis,3.1827763662136888,5154000,2.8,0.7,59.9,3.0,0.1,1.8,5.6,3.4,7.0,12.2,2.4885697907348847
118,118,"Konstanz, LK",Baden-W�rttemberg,40.0,8335000,2.028,83350000000,21.6,1.6,427.0,Landkreis,2.531185546914936,8335000,5.6,1.4,54.9,3.1,0.0,0.8,3.6,5.3,3.4,12.4,2.8509442757612793
119,119,"Kronach, LK",Bayern,40.0,9476000,1.803,94760000000,25.3,1.2,1.11,Landkreis,2.213746481097942,9476000,6.4,1.2,56.6,2.3,0.0,0.5,2.8,2.4,0.9,8.7,1.961116605562765
120,120,"Kulmbach, LK",Bayern,43.3,9477000,1.835,94770000000,25.0,1.4,957.0,Landkreis,3.246788081586696,9477000,4.6,1.2,57.6,2.2,0.0,0.8,3.8,3.1,1.5,10.0,2.153971333660901
121,121,"Kusel, LK",Rheinland-Pfalz,39.8,7336000,1.682,73360000000,25.3,2.3,6.465,Landkreis,2.3620989603362,7336000,4.4,0.9,61.9,2.9,0.0,1.2,4.3,4.3,3.4,11.4,2.489898958083983
122,122,"Kyffh�userkreis, LK",Th�ringen,52.5,16065000,1.837,160650000000,28.8,4.2,1.071,Landkreis,2.8615148048913284,16065000,2.2,0.6,63.5,1.4,0.0,1.1,4.5,3.4,2.8,10.6,1.831646151714059
123,123,"Lahn-Dill-Kreis, LK",Hessen,41.2,6532000,2.031,65320000000,22.8,2.9,2.746,Landkreis,2.300588803961816,6532000,5.3,1.0,60.5,2.9,0.0,0.8,3.6,2.8,1.9,9.6,2.1753891961582235
124,124,"Landsberg am Lech, LK",Bayern,32.6,9181000,2.016,91810000000,20.7,0.7,1.245,Landkreis,1.84585100948903,9181000,8.4,1.4,51.0,2.7,0.0,0.4,2.3,3.5,1.3,12.8,2.49418778005955
125,125,"Landshut, LK",Bayern,37.0,9274000,2.025,92740000000,19.3,1.0,502.0,Landkreis,2.4202133224108016,9274000,5.1,1.1,56.3,2.1,0.0,1.2,5.3,5.4,3.0,14.8,2.7151970233370712
126,126,"Leer, LK",Niedersachsen,47.6,3457000,1.686,34570000000,22.1,3.0,1.17,Landkreis,2.475098428875445,3457000,2.8,0.9,56.6,2.4,0.1,0.7,2.2,1.4,5.4,9.6,1.832335932873899
127,127,"Leipzig, LK",Sachsen,49.3,14729000,1.571,147290000000,27.3,2.7,487.0,Landkreis,3.143932485297454,14729000,2.6,0.8,61.9,1.3,0.2,2.3,7.1,5.2,4.3,11.6,2.3965076285386715
128,128,"Lichtenfels, LK",Bayern,42.5,9478000,1.877,94780000000,23.5,1.4,1.483,Landkreis,2.210895863671094,9478000,3.5,1.0,58.9,1.8,0.0,1.3,5.3,4.1,2.0,11.2,2.256187032534153
129,129,"Limburg-Weilburg, LK",Hessen,42.7,6533000,2.094,65330000000,22.3,1.9,1.411,Landkreis,2.1876032652345687,6533000,3.5,1.1,61.5,2.3,0.0,1.2,5.2,3.9,3.5,10.4,2.3284975159479084
130,130,"Lindau (Bodensee), LK",Bayern,39.0,9776000,1.899,97760000000,23.1,0.7,941.0,Landkreis,3.0074354602982925,9776000,15.8,2.1,48.7,3.0,0.0,0.6,1.9,2.9,1.3,8.8,2.6021191085129707
131,131,"Lippe, LK",Nordrhein-Westfalen,44.7,5766000,1.952,57660000000,23.1,3.4,2.311,Landkreis,2.442587711882988,5766000,5.1,1.1,56.5,2.2,0.1,1.2,3.4,2.3,2.7,10.7,2.1386370890185162
132,132,"L�rrach, LK",Baden-W�rttemberg,38.8,8336000,2.043,83360000000,21.1,2.2,568.0,Landkreis,2.70067872178696,8336000,14.4,1.7,55.2,3.9,0.1,2.0,4.3,5.2,4.0,11.7,3.353988446952994
133,133,"L�chow-Dannenberg, LK",Niedersachsen,47.6,3354000,2.15,33540000000,28.6,4.7,2.321,Landkreis,2.7590103749303303,3354000,1.8,0.6,61.5,1.7,0.0,1.0,5.7,3.1,3.6,10.0,1.8132698356704
134,134,"Ludwigsburg, LK",Baden-W�rttemberg,30.0,8118000,2.009,81180000000,20.4,1.3,406.0,Landkreis,2.2684594907703897,8118000,3.8,1.1,58.7,2.4,0.1,3.2,6.9,7.6,6.4,13.7,3.3661798302529404
135,135,"Ludwigslust-Parchim, LK",Mecklenburg-Vorpommern,50.5,13076000,1.614,130760000000,25.5,3.0,981.0,Landkreis,3.635785264930527,13076000,2.0,0.6,61.4,1.8,0.1,0.9,3.8,2.3,2.9,9.4,1.6898032076398775
136,136,"L�neburg, LK",Niedersachsen,43.1,3355000,1.874,33550000000,20.8,2.9,2.468,Landkreis,2.307366943423673,3355000,2.3,0.6,60.1,1.4,0.0,0.8,4.5,2.7,3.0,9.7,1.6387914236159231
137,137,"Main-Kinzig-Kreis, LK",Hessen,38.4,6435000,2.182,64350000000,22.1,2.4,2.049,Landkreis,2.1426481915564866,6435000,4.9,1.3,59.3,2.7,0.1,1.8,5.0,4.5,3.2,11.3,2.7508761375614714
138,138,"Main-Spessart, LK",Bayern,36.4,9677000,1.772,96770000000,24.1,0.7,987.0,Landkreis,3.0648055814920974,9677000,4.9,1.0,60.3,2.5,0.0,1.3,5.1,4.6,2.5,11.5,2.4981821064257788
139,139,"Main-Tauber-Kreis, LK",Baden-W�rttemberg,36.9,8128000,1.998,81280000000,23.3,1.1,754.0,Landkreis,2.8098659282014418,8128000,3.3,1.0,61.1,2.6,0.0,2.2,5.5,5.2,2.8,12.2,2.809094402378643
140,140,"Main-Taunus-Kreis, LK",Hessen,24.8,6436000,2.612,64360000000,21.4,2.1,2.775,Landkreis,1.758329422089966,6436000,3.1,1.0,61.9,3.1,0.3,2.2,6.3,5.0,3.7,11.3,2.8515820871077073
141,141,"Mainz-Bingen, LK",Rheinland-Pfalz,29.5,7339000,2.239,73390000000,21.9,1.7,734.0,Landkreis,2.632052101163492,7339000,2.1,0.8,63.9,2.9,0.3,2.7,8.3,6.0,5.3,11.2,2.9240358812190546
142,142,"Mansfeld-S�dharz, LK",Sachsen-Anhalt,54.2,15087000,1.485,150870000000,31.0,5.6,1.735,Landkreis,3.186159286562758,15087000,2.2,0.7,63.8,1.1,0.0,1.0,4.4,2.9,2.8,9.5,1.6611405431737911
143,143,"Marburg-Biedenkopf, LK",Hessen,45.5,6534000,3.688,65340000000,20.3,1.8,1.449,Landkreis,1.8294233410440457,6534000,3.9,0.8,61.8,2.3,0.0,0.7,3.6,3.1,1.9,9.6,1.960450447045385
144,144,"M�rkischer Kreis, LK",Nordrhein-Westfalen,39.6,5962000,1.997,59620000000,22.7,4.0,2.219,Landkreis,2.3968685184177847,5962000,8.7,1.1,54.4,2.4,0.1,0.9,2.3,2.0,2.2,9.2,2.003664134319395
145,145,"M�rkisch-Oderland, LK",Brandenburg,46.4,12064000,1.734,120640000000,25.0,2.8,539.0,Landkreis,3.05325204655142,12064000,2.0,0.7,64.4,0.8,0.2,1.9,6.9,4.0,4.5,10.3,1.9402383892087571
146,146,"Mayen-Koblenz, LK",Rheinland-Pfalz,39.4,7137000,1.679,71370000000,22.9,1.3,2.247,Landkreis,2.169860614832582,7137000,2.7,0.7,60.9,2.6,0.0,1.3,5.4,3.4,3.8,10.3,2.1821972417152766
147,147,"Mecklenburgische Seenplatte, LK",Mecklenburg-Vorpommern,52.5,13071000,1.745,130710000000,27.700000000000003,4.9,876.0,Landkreis,3.811505265581613,13071000,1.8,0.6,63.2,1.2,0.1,0.9,3.6,1.8,3.5,9.5,1.4954271813672995
148,148,"Mei�en, LK",Sachsen,51.1,14627000,1.637,146270000000,28.4,3.0,469.0,Landkreis,3.2093468888623904,14627000,3.1,0.8,62.1,1.1,0.2,2.4,7.2,5.1,4.9,11.8,2.368906933088078
149,149,"Merzig-Wadern, LK",Saarland,43.0,10042000,1.592,100420000000,23.9,2.2,1.728,Landkreis,2.3800840990910666,10042000,6.8,1.3,60.6,4.2,0.2,1.5,4.3,3.7,3.4,11.2,2.951289061351677
150,150,"Mettmann, LK",Nordrhein-Westfalen,33.3,5158000,2.514,51580000000,24.1,3.7,1.686,Landkreis,2.184542763887352,5158000,5.1,1.2,57.7,2.7,0.5,2.5,5.5,3.9,4.7,11.7,2.7994967852208346
151,151,"Miesbach, LK",Bayern,31.0,9182000,2.198,91820000000,22.9,0.8,2.036,Landkreis,1.856566728203554,9182000,19.6,1.8,44.8,2.9,0.0,0.4,1.2,1.8,0.4,5.2,2.0679366199253315
152,152,"Miltenberg, LK",Bayern,36.6,9676000,1.858,96760000000,22.4,1.0,779.0,Landkreis,2.821638481530255,9676000,4.5,1.1,59.9,2.4,0.0,1.9,4.9,5.5,3.4,12.0,2.7687080829333235
153,153,"Minden-L�bbecke, LK",Nordrhein-Westfalen,42.5,5770000,2.106,57700000000,22.5,2.8,1.025,Landkreis,2.2860128625057587,5770000,2.7,0.8,59.0,2.1,0.1,1.3,5.3,2.8,4.5,11.1,2.0852814139148914
154,154,"Mittelsachsen, LK",Sachsen,51.3,14522000,1.575,145220000000,29.0,2.7,370.0,Landkreis,3.1106277436035112,14522000,4.1,1.0,58.7,1.2,0.1,1.6,4.2,3.2,2.1,9.5,1.9675146670362298
155,155,"M�hldorf am Inn, LK",Bayern,36.8,9183000,1.925,91830000000,20.3,1.5,911.0,Landkreis,2.937004235176853,9183000,7.0,1.2,53.1,2.0,0.0,0.8,4.3,6.0,3.9,16.1,2.8027808574704247
156,156,"M�nchen, LK",Bayern,22.8,9184000,4.128,91840000000,20.8,1.1,1.059,Landkreis,1.27294717399185,9184000,9.0,1.5,50.8,2.4,0.0,1.1,3.6,4.7,1.5,13.8,2.8009472154678967
157,157,"Neckar-Odenwald-Kreis, LK",Baden-W�rttemberg,39.1,8225000,1.799,82250000000,22.6,1.6,829.0,Landkreis,3.000844442261021,8225000,5.7,1.2,59.7,2.7,0.0,1.7,4.4,5.1,2.8,12.1,2.8043745984150785
158,158,"Neuburg-Schrobenhausen, LK",Bayern,35.1,9185000,1.839,91850000000,19.8,0.6,1.07,Landkreis,1.8894093520171773,9185000,4.5,1.0,56.9,2.2,0.0,1.2,5.2,6.0,3.3,14.3,2.7347318987565044
159,159,"Neumarkt in der Oberpfalz, LK",Bayern,39.3,9373000,1.836,93730000000,19.9,0.6,360.0,Landkreis,2.3308911712376013,9373000,4.9,1.1,56.6,2.2,0.0,1.0,4.1,3.8,1.6,11.1,2.2956447196569782
160,160,"Neunkirchen, LK",Saarland,45.0,10043000,1.827,100430000000,25.2,3.7,2.029,Landkreis,2.5696830123961583,10043000,5.8,1.2,61.2,3.6,0.1,1.7,4.7,4.8,3.9,11.4,2.9425108874134365
161,161,"Neustadt an der Aisch-Bad Windsheim, LK",Bayern,40.4,9575000,1.807,95750000000,21.6,0.8,723.0,Landkreis,2.796962324086904,9575000,3.1,0.9,60.6,2.1,0.0,2.1,5.7,5.3,2.2,11.9,2.620597789340624
162,162,"Neustadt an der Waldnaab, LK",Bayern,42.0,9374000,1.942,93740000000,21.7,1.3,556.0,Landkreis,2.685420183948419,9374000,4.2,1.1,57.8,2.0,0.0,0.6,3.3,3.6,1.0,9.7,2.0632724604084514
163,163,"Neu-Ulm, LK",Bayern,34.9,9775000,1.92,97750000000,20.7,0.8,465.0,Landkreis,2.387635267852047,9775000,5.5,1.1,54.1,2.4,0.0,0.7,3.3,4.7,2.1,13.6,2.536698037535854
164,164,"Neuwied, LK",Rheinland-Pfalz,40.0,7138000,2.109,71380000000,22.9,2.6,1.998,Landkreis,2.232157093859157,7138000,4.4,1.1,58.1,3.3,0.1,1.3,5.3,3.4,4.1,11.7,2.6061102851935374
165,165,"Nienburg (Weser), LK",Niedersachsen,44.9,3256000,1.773,32560000000,22.9,2.5,1.328,Landkreis,2.3780976371146947,3256000,2.3,0.7,58.3,1.7,0.1,1.2,5.6,2.7,4.6,10.9,1.9035581998916506
166,166,"Nordfriesland, LK",Schleswig-Holstein,46.7,1054000,2.225,10540000000,24.9,2.8,1.915,Landkreis,2.4076027605702204,1054000,3.5,1.3,59.0,1.3,0.1,0.3,1.0,0.6,3.0,7.6,1.4549111998622537
167,167,"Nordhausen, LK",Th�ringen,53.1,16062000,1.933,160620000000,27.9,3.6,870.0,Landkreis,3.639393651124942,16062000,3.0,0.8,61.3,1.5,0.0,0.7,3.3,2.4,2.3,8.5,1.6240382959780613
168,168,"Nordsachsen, LK",Sachsen,50.3,14730000,1.621,147300000000,26.700000000000003,3.7,1.17,Landkreis,2.750780190727964,14730000,2.4,0.8,63.6,1.1,0.1,2.2,7.8,5.1,4.7,11.8,2.329691246813568
169,169,"Nordwestmecklenburg, LK",Mecklenburg-Vorpommern,51.9,13074000,1.712,130740000000,25.1,3.5,1.256,Landkreis,2.6901577580480214,13074000,2.1,0.7,61.6,1.7,0.1,0.8,1.4,1.3,3.6,9.2,1.56301681092227
170,170,"Northeim, LK",Niedersachsen,45.0,3155000,1.785,31550000000,26.2,3.0,1.312,Landkreis,2.530763730573164,3155000,3.9,0.8,58.1,2.0,0.0,0.8,3.5,2.4,2.5,10.0,1.8519794724486496
171,171,"N�rnberger Land, LK",Bayern,32.1,9574000,1.881,95740000000,23.0,0.9,735.0,Landkreis,2.699612504726661,9574000,5.8,1.3,58.0,1.9,0.0,1.3,4.7,4.9,1.5,11.8,2.538099647655164
172,172,"Oberallg�u, LK",Bayern,40.3,9780000,1.925,97800000000,23.2,0.8,1.262,Landkreis,2.0867654135216283,9780000,23.2,2.3,44.5,3.2,0.0,0.2,0.7,1.2,0.1,3.0,2.117622911233459
173,173,"Oberbergischer Kreis, LK",Nordrhein-Westfalen,40.1,5374000,2.0,53740000000,22.0,3.2,3.176,Landkreis,2.297230185770885,5374000,10.6,1.5,54.9,3.3,0.1,1.1,3.1,2.1,2.8,10.2,2.5020966407552527
174,174,"Oberhavel, LK",Brandenburg,45.3,12065000,1.868,120650000000,23.8,2.7,127.0,Landkreis,2.5412511562534785,12065000,1.7,0.6,63.5,1.4,0.2,1.4,5.7,3.4,3.7,9.7,1.836898252554395
175,175,"Oberspreewald-Lausitz, LK",Brandenburg,47.8,12066000,1.822,120660000000,29.8,4.2,464.0,Landkreis,3.280524271711202,12066000,2.6,0.8,63.6,1.2,0.3,2.7,8.1,5.2,4.7,11.9,2.468986620135311
176,176,"Odenwaldkreis, LK",Hessen,42.0,6437000,1.872,64370000000,24.6,2.6,973.0,Landkreis,3.35213604653451,6437000,7.1,1.1,58.5,2.8,0.1,1.9,3.8,4.8,2.8,12.1,2.789438789008857
177,177,"Oder-Spree, LK",Brandenburg,45.9,12067000,1.721,120670000000,27.8,4.0,571.0,Landkreis,3.295038239316618,12067000,2.1,0.8,64.2,1.0,0.3,2.0,7.4,4.5,4.3,11.2,2.1619862337738693
178,178,"Offenbach, LK",Hessen,32.4,6438000,2.427,64380000000,21.6,2.2,2.157,Landkreis,1.9480501116295952,6438000,4.1,1.0,60.2,2.9,0.2,2.9,7.3,6.0,4.5,12.2,3.109731898756504
179,179,"Oldenburg, LK",Niedersachsen,42.0,3458000,1.713,34580000000,22.0,1.4,358.0,Landkreis,2.5531708924038177,3458000,2.5,0.7,57.2,2.1,0.1,0.8,3.8,2.0,5.0,9.9,1.7803813429419746
180,180,"Olpe, LK",Nordrhein-Westfalen,34.4,5966000,2.146,59660000000,21.3,1.9,781.0,Landkreis,2.7899728947771334,5966000,9.1,1.2,54.4,2.7,0.0,0.4,1.8,1.6,1.2,8.3,1.9209833108655756
181,181,"Ortenaukreis, LK",Baden-W�rttemberg,37.4,8317000,2.03,83170000000,21.6,1.4,389.0,Landkreis,2.42434778961061,8317000,10.1,1.6,55.6,3.4,0.2,3.4,6.7,6.6,7.9,13.7,3.7459395302348826
182,182,"Osnabr�ck, LK",Niedersachsen,39.5,3459000,1.717,34590000000,21.4,1.6,1.381,Landkreis,2.1509070799287877,3459000,3.3,0.7,57.7,2.5,0.1,1.1,4.3,2.5,4.9,11.1,2.0633428033882217
183,183,"Ostalbkreis, LK",Baden-W�rttemberg,35.6,8136000,2.331,81360000000,21.4,1.5,857.0,Landkreis,2.808092301306785,8136000,5.8,1.2,56.5,3.0,0.0,1.3,3.5,4.2,1.8,11.8,2.676066378575418
184,184,"Ostallg�u, LK",Bayern,39.4,9777000,2.07,97770000000,21.7,1.0,1.166,Landkreis,2.017313600467797,9777000,13.3,1.7,47.5,2.6,0.0,0.3,1.1,1.9,0.4,6.4,2.0163447687920746
185,185,"Osterholz, LK",Niedersachsen,39.0,3356000,1.777,33560000000,24.0,1.4,2.481,Landkreis,2.1861365749071444,3356000,2.7,0.8,56.7,2.3,0.1,0.8,3.3,1.8,5.5,9.5,1.824680621873937
186,186,"Ostholstein, LK",Schleswig-Holstein,44.3,1055000,1.878,10550000000,28.3,2.5,1.134,Landkreis,2.5062956735327715,1055000,2.4,0.8,60.5,1.1,0.1,0.6,1.2,0.7,4.1,8.4,1.3078376777997556
187,187,"Ostprignitz-Ruppin, LK",Brandenburg,49.0,12068000,1.932,120680000000,27.2,2.8,427.0,Landkreis,3.0095244416809392,12068000,1.5,0.6,64.0,1.8,0.1,1.2,5.1,2.9,3.8,9.6,1.8294970161977833
188,188,"Paderborn, LK",Nordrhein-Westfalen,44.5,5774000,1.932,57740000000,19.2,2.8,844.0,Landkreis,3.113705572394134,5774000,4.6,1.1,56.5,1.9,0.1,1.4,3.5,2.6,2.7,10.1,2.105192676770858
189,189,"Passau, LK",Bayern,42.6,9275000,1.756,92750000000,23.200000000000003,1.0,882.0,Landkreis,3.077447263984117,9275000,7.1,1.4,54.4,1.9,0.0,1.5,4.4,6.4,3.5,14.7,2.965826435521735
190,190,"Peine, LK",Niedersachsen,42.1,3157000,1.693,31570000000,21.8,2.2,1.602,Landkreis,2.2800157467426363,3157000,2.4,0.7,60.3,1.6,0.1,1.5,5.1,3.2,3.6,10.7,1.984138707956946
191,191,"Pfaffenhofen an der Ilm, LK",Bayern,32.2,9186000,1.836,91860000000,18.8,0.5,512.0,Landkreis,2.315626669582445,9186000,5.0,1.2,55.9,2.3,0.0,1.1,4.9,6.1,3.4,15.3,2.8969081635652763
192,192,"Pinneberg, LK",Schleswig-Holstein,36.0,1056000,1.979,10560000000,22.4,2.2,1.974,Landkreis,2.1300641263307027,1056000,3.0,1.0,56.2,2.0,0.1,0.8,3.3,1.7,4.4,9.5,1.828714319310933
193,193,"Pl�n, LK",Schleswig-Holstein,41.0,1057000,1.743,10570000000,26.9,2.0,1.61,Landkreis,2.3802791826049923,1057000,2.7,0.8,59.2,1.3,0.1,0.5,1.5,0.8,3.5,8.0,1.3235336113455878
194,194,"Potsdam-Mittelmark, LK",Brandenburg,42.9,12069000,1.868,120690000000,23.6,2.1,373.0,Landkreis,2.676184235791105,12069000,1.8,0.8,64.3,1.3,0.1,1.9,8.2,4.3,3.7,10.9,2.1729613134609167
195,195,"Prignitz, LK",Brandenburg,49.6,12070000,1.979,120700000000,29.3,4.3,267.0,Landkreis,3.075602909191261,12070000,1.7,0.6,62.1,1.9,0.0,1.2,5.7,2.7,3.2,9.7,1.8362704152125617
196,196,"Rastatt, LK",Baden-W�rttemberg,36.6,8216000,2.051,82160000000,22.4,1.4,521.0,Landkreis,2.5633929665306576,8216000,11.7,1.3,55.7,3.0,0.2,4.4,7.5,7.0,8.8,13.3,3.7385125714453697
197,197,"Ravensburg, LK",Baden-W�rttemberg,38.1,8436000,2.072,84360000000,20.5,1.1,546.0,Landkreis,2.521100816785848,8436000,10.7,2.0,51.1,2.7,0.0,0.5,2.4,3.8,1.2,12.3,2.7793860422729817
198,198,"Recklinghausen, LK",Nordrhein-Westfalen,45.3,5562000,2.138,55620000000,23.5,5.9,3.724,Landkreis,2.7019621355413115,5562000,4.0,1.0,58.3,2.5,0.2,1.9,5.8,3.6,6.6,11.1,2.477077112704152
199,199,"Regen, LK",Bayern,46.7,9276000,1.934,92760000000,23.4,1.1,1.064,Landkreis,2.2366734443722773,9276000,10.2,1.5,52.2,2.6,0.0,0.3,1.3,2.2,0.5,7.4,2.0233948151974435
200,200,"Regensburg, LK",Bayern,38.7,9375000,1.718,93750000000,20.4,0.7,532.0,Landkreis,2.5454174453857337,9375000,3.7,0.9,56.8,2.1,0.0,1.2,5.9,5.8,3.2,13.3,2.5849317988064793
201,201,Regionalverband Saarbr�cken,Saarland,47.4,10041000,2.151,100410000000,23.7,5.3,4.021,Landkreis,2.6766531898369923,10041000,5.5,1.2,62.0,3.6,0.2,2.3,5.9,6.0,4.6,12.4,3.2576127902435337
202,202,Region Hannover,Niedersachsen,45.1,3241000,2.257,32410000000,21.5,4.4,3.195,Landkreis,2.448197379317854,3241000,2.6,0.8,59.4,1.6,0.1,1.3,4.9,3.0,4.1,10.7,1.9654127768048748
203,203,"Rems-Murr-Kreis, LK",Baden-W�rttemberg,30.3,8119000,2.016,81190000000,21.6,1.7,373.0,Landkreis,2.3186222177163818,8119000,6.2,1.4,55.9,2.8,0.0,1.9,5.0,6.0,4.2,13.8,3.1589950822907875
204,204,"Rendsburg-Eckernf�rde, LK",Schleswig-Holstein,39.9,1058000,1.752,10580000000,24.200000000000003,1.9,1.008,Landkreis,2.266745850222953,1058000,3.3,0.9,57.7,1.6,0.1,0.4,1.8,0.9,2.7,8.3,1.4481839962371756
205,205,"Reutlingen, LK",Baden-W�rttemberg,34.4,8415000,1.927,84150000000,21.2,1.8,733.0,Landkreis,2.773666801732763,8415000,5.7,1.4,53.9,3.1,0.0,1.1,1.9,3.1,0.9,9.9,2.5080847181451293
206,206,"Rhein-Erft-Kreis, LK",Nordrhein-Westfalen,37.9,5362000,1.889,53620000000,21.9,4.0,2.073,Landkreis,2.365637643687343,5362000,2.6,0.8,59.6,3.0,0.2,2.1,6.5,4.6,6.2,12.1,2.7228502345465926
207,207,"Rheingau-Taunus-Kreis, LK",Hessen,35.6,6439000,2.01,64390000000,23.8,2.4,1.824,Landkreis,2.1800601683866923,6439000,3.0,1.0,61.4,3.0,0.1,1.0,3.7,3.5,2.3,10.1,2.3486360811191043
208,208,"Rhein-Hunsr�ck-Kreis, LK",Rheinland-Pfalz,39.0,7140000,1.644,71400000000,23.7,1.7,583.0,Landkreis,2.8264319241380806,7140000,3.2,0.8,60.2,2.8,0.0,0.8,3.2,2.8,2.3,9.9,2.082480293466712
209,209,"Rheinisch-Bergischer Kreis, LK",Nordrhein-Westfalen,32.1,5378000,1.925,53780000000,23.9,3.5,1.349,Landkreis,2.259576053421302,5378000,7.6,1.2,55.8,3.4,0.2,2.1,5.0,3.4,4.2,11.9,2.842165576875428
210,210,"Rhein-Kreis Neuss, LK",Nordrhein-Westfalen,32.0,5162000,1.764,51620000000,22.5,3.1,1.335,Landkreis,2.2060860508079663,5162000,3.0,0.9,59.9,2.6,0.4,2.4,6.8,4.4,6.1,12.6,2.7366873286046056
211,211,"Rhein-Lahn-Kreis, LK",Rheinland-Pfalz,40.7,7141000,1.607,71410000000,24.0,1.0,1.889,Landkreis,2.207556872657056,7141000,3.1,1.0,60.1,2.8,0.0,1.1,5.4,3.9,3.8,10.9,2.4142209357506124
212,212,"Rhein-Neckar-Kreis, LK",Baden-W�rttemberg,35.0,8226000,2.075,82260000000,22.3,1.9,644.0,Landkreis,2.7066304606307017,8226000,5.4,1.2,59.5,2.7,0.4,3.7,8.2,7.7,6.5,13.8,3.596572512063296
213,213,"Rhein-Pfalz-Kreis, LK",Rheinland-Pfalz,28.6,7338000,1.556,73380000000,23.3,2.2,872.0,Landkreis,2.9971022329954407,7338000,4.3,1.0,61.1,2.4,0.4,3.8,9.0,7.7,7.5,13.9,3.46374764298523
214,214,"Rhein-Sieg-Kreis, LK",Nordrhein-Westfalen,36.2,5382000,1.912,53820000000,22.3,3.1,3.135,Landkreis,2.2448549161654223,5382000,4.3,1.2,58.1,3.2,0.1,1.9,5.8,3.9,4.9,11.8,2.8068497263973056
215,215,"Rh�n-Grabfeld, LK",Bayern,42.8,9673000,1.636,96730000000,23.3,1.1,983.0,Landkreis,3.2226551911825947,9673000,3.8,0.8,60.0,2.1,0.0,0.9,3.9,2.8,1.4,9.3,1.8997071842230147
216,216,"Rosenheim, LK",Bayern,34.2,9187000,1.86,91870000000,22.0,0.9,919.0,Landkreis,2.897727483828891,9187000,13.1,1.9,47.8,2.1,0.0,0.9,3.5,5.3,3.1,11.8,2.8141338994368366
217,217,"Rostock, LK",Mecklenburg-Vorpommern,51.8,13072000,1.533,130720000000,25.5,2.7,491.0,Landkreis,3.1464572648635194,13072000,2.2,0.6,62.2,1.2,0.0,0.8,2.5,1.5,3.3,9.1,1.4175270557998312
218,218,"Rotenburg (W�mme), LK",Niedersachsen,43.5,3357000,1.699,33570000000,22.0,1.7,1.231,Landkreis,2.254131437915728,3357000,2.7,0.9,56.4,1.8,0.1,0.8,3.9,2.1,5.0,9.9,1.8074035461260967
219,219,"Roth, LK",Bayern,36.8,9576000,1.824,95760000000,21.700000000000003,0.8,530.0,Landkreis,2.537207031486941,9576000,3.9,0.9,58.5,2.1,0.0,1.3,5.8,5.4,2.0,12.0,2.4811816780685287
220,220,"Rottal-Inn, LK",Bayern,41.3,9277000,1.823,92770000000,21.9,1.6,1.255,Landkreis,2.1750967656384472,9277000,5.9,1.3,54.6,2.1,0.0,1.3,4.6,6.2,3.2,15.9,2.979191601678153
221,221,"Rottweil, LK",Baden-W�rttemberg,34.9,8325000,1.982,83250000000,21.6,0.9,138.0,Landkreis,2.0810751371912426,8325000,8.2,1.3,55.3,3.2,0.0,0.7,2.1,3.3,1.2,9.1,2.385354066664147
222,222,"Saale-Holzland-Kreis, LK",Th�ringen,50.2,16074000,1.708,160740000000,27.4,2.1,936.0,Landkreis,3.5228343753101035,16074000,3.2,0.8,60.9,1.2,0.0,1.3,5.3,3.8,2.7,11.1,1.9859382283648093
223,223,"Saalekreis, LK",Sachsen-Anhalt,51.1,15088000,1.539,150880000000,26.8,3.3,697.0,Landkreis,3.4462745833809034,15088000,2.1,0.7,64.5,1.2,0.1,2.0,6.9,5.0,4.4,11.0,2.211693522986406
224,224,"Saale-Orla-Kreis, LK",Th�ringen,51.7,16075000,1.766,160750000000,28.200000000000003,2.2,753.0,Landkreis,3.3865332593037847,16075000,3.6,1.0,58.2,1.3,0.0,0.6,2.8,2.2,1.2,9.4,1.6743508497851916
